genero,edad,antiguedad,ubicacion,contrato,forma_pago,cargos,sms cantidad,llamada minutos,datos,Whatsapp,Facebook,Instagram,Twitter,TikTok,Uber,Youtube,Netflix,Spotify,Fuerza de ventas,churn
Femenino,56,47,Puebla,Postpago,app,980,2,35,3,0.35,0.59,0.19,0.04,0.49,0.22,0.43,0.13,0.22,206.498,Sí
Femenino,15,11,Veracruz,Prepago,tienda,567,10,70,9,0.82,1.58,1.14,0.78,1.26,0.31,1.55,0.39,1.17,123.95,No
Femenino,62,32,Aguascalientes,Prepago,app,158,13,19,30,1.75,4.6,2.57,2.44,6.49,0.84,4.45,1.55,2.54,54.519,Sí
Masculino,37,27,Yucatán,Postpago,tienda,969,13,9,29,2.76,4.43,1.29,0.5,5.54,2.48,3.19,2.05,2.96,214.56,No
Masculino,54,52,"Campeche, Coahuila",Postpago,tienda,242,6,55,8,0.58,1.46,0.68,0.13,1.94,0.71,1.49,0.11,0.64,63.672,No
Femenino,44,65,Hidalgo,Prepago,tienda,335,1,3,39,4.64,6.71,2.63,0.77,6.45,1.07,6.52,2.4,3.17,98.908,Sí
Femenino,62,59,Chihuahua,Postpago,tienda,956,14,6,16,2.18,2.48,1.29,0.9,3.28,0.35,2.45,1.25,1.82,209.95,No
Masculino,33,34,Tlaxcala,Postpago,tienda,690,8,51,30,3.31,5.04,3.1,1.06,6.24,1.78,3.82,2.12,3.13,163.53,No
Masculino,69,62,"Campeche, Coahuila",Postpago,tienda,970,6,53,31,4.05,6.17,2.61,2.08,4.64,2.31,4.87,1.85,2.42,224.55,No
Femenino,18,38,Quintana Roo,Postpago,tienda,666,5,52,1,0.08,0.17,0.06,0.06,0.22,0.09,0.1,0.08,0.14,142.1,No
Masculino,67,10,Aguascalientes,Postpago,tienda,614,5,53,4,0.32,0.63,0.34,0.35,0.95,0.14,0.61,0.04,0.21,129.227,Sí
Femenino,42,57,Durango,Prepago,tienda,182,9,18,24,1.37,4.68,2.27,0.55,5.32,1.5,3.22,1.77,3.31,60.247,No
Femenino,28,16,Chiapas,Postpago,app,190,4,35,38,4.12,8.9,4.18,2.11,6.43,1.24,6.57,0.69,3.75,64.947,Sí
Masculino,16,7,Nayarit,Postpago,tienda,491,11,26,8,0.98,1.58,0.64,0.37,1.64,0.29,1.24,0.45,0.81,105.35,No
Femenino,47,7,Sinaloa,Prepago,tienda,870,7,29,7,0.63,1.25,0.87,0.12,1.54,0.5,1.16,0.06,0.87,180.7,Sí
Masculino,27,39,Yucatán,Prepago,tienda,314,14,10,48,6.44,10.85,2.61,0.96,9.3,4.5,6.64,0.47,6.24,97.953,No
Masculino,57,60,Guanajuato,Postpago,app,202,1,27,48,3.96,7.36,4.83,3.39,10.2,2.94,7.25,2.33,5.74,79.55,No
Masculino,50,65,Puebla,Prepago,app,156,9,52,24,1.69,4.31,1.67,0.24,4.51,2.52,4.17,0.3,3.4,57.593,Sí
Femenino,64,27,Sinaloa,Prepago,app,560,2,10,35,2.23,5.88,4.45,1.13,8.18,3.36,3.98,0.79,3.52,137.106,Sí
Femenino,47,9,Puebla,Postpago,app,775,11,35,40,5.12,8.86,4.57,2.54,8.07,1.97,3.97,1.85,3.07,182.106,Sí
Masculino,45,57,Morelos,Prepago,app,436,3,28,25,3.69,4.83,2.84,1.83,6.15,1.06,3.02,0.26,1.31,112.147,No
Femenino,27,16,México,Prepago,tienda,50,14,42,22,2.88,4.32,1.01,1.08,4.76,1.77,3.13,0.72,2.32,27.697,Sí
Femenino,61,71,Oaxaca,Postpago,app,206,14,13,12,1.33,2.37,1.44,0.68,1.86,1.08,2.07,0.61,0.56,59.7,Sí
Femenino,66,67,Querétaro,Prepago,app,947,0,44,50,5.22,9.17,5.08,0.46,9.47,3.4,8.25,2.88,6.08,231.653,No
Femenino,49,57,Veracruz,Postpago,tienda,456,12,43,14,0.87,2.17,1.89,0.5,2.34,0.68,2.32,1.13,0.92,109.946,Sí
Masculino,64,70,Tabasco,Prepago,tienda,195,3,23,44,5.25,8.91,4.12,2.58,8.72,2.96,6.88,1.04,3.53,77.047,No
Masculino,21,70,Sinaloa,Postpago,app,670,6,43,10,1.08,2.1,0.9,0.54,1.97,0.43,1.03,0.59,1.31,152.635,Sí
Femenino,54,37,Yucatán,Postpago,tienda,866,11,54,52,3.92,8.85,3.4,1.66,11.51,3.01,10.04,2.99,5.03,212.173,Sí
Masculino,57,22,Michoacán,Prepago,app,470,12,46,49,5.31,8.33,5.32,1.42,10.77,1.48,8.71,3.3,4.35,128.997,No
Masculino,21,43,San Luis Potosi,Prepago,app,775,1,58,11,0.97,1.92,0.7,0.67,1.75,0.54,1.11,0.11,0.79,170.218,No
Masculino,17,44,Zacatecas,Prepago,tienda,412,2,3,37,3.28,7.41,1.91,2.68,7.2,1.4,4.92,3.52,4.68,111.35,No
Femenino,60,36,Veracruz,Postpago,app,242,5,31,10,1.25,2.06,1.14,0.42,2.26,0.31,1.4,0.09,1.07,61.35,No
Masculino,70,7,Oaxaca,Postpago,app,490,9,54,46,3.47,9.47,4.06,1.9,10.42,1.9,8.23,3.3,3.25,129.35,Sí
Masculino,60,33,Guerrero,Prepago,app,370,3,65,19,2.64,4.21,0.76,0.85,4.56,0.43,2.11,0.19,2.29,93.312,No
Femenino,63,40,Zacatecas,Prepago,tienda,141,10,61,9,1.09,1.65,0.86,0.77,1.27,0.25,1.35,0.61,1.15,42.65,No
Masculino,45,61,Sinaloa,Prepago,app,280,9,26,22,1.83,3.15,1.89,2.08,4.17,0.91,3.64,1.87,2.47,79.653,Sí
Femenino,33,40,Sonora,Postpago,app,557,0,43,49,2.7,9.76,2.13,3.91,9.65,2.37,8.48,2.8,3.72,147.906,Sí
Femenino,63,50,Guanajuato,Prepago,app,588,4,67,44,5.11,7.3,2.84,0.44,7.56,2.63,6.49,1.27,3.04,152.654,Sí
Femenino,32,60,Oaxaca,Postpago,tienda,682,3,19,45,5.27,7.25,3.1,3.49,8.96,3.42,6.26,2.74,4.51,173.35,No
Femenino,46,8,Sinaloa,Prepago,app,44,8,43,29,1.53,4.94,2.96,0.84,6.81,1.4,4.07,0.29,3.57,28.773,Sí
Masculino,64,33,Chihuahua,Postpago,tienda,668,1,63,27,2.63,4.23,2.92,1.22,5.43,1.12,4.09,2.14,3.21,157.897,Sí
Femenino,61,20,Jalisco,Prepago,app,657,11,55,4,0.51,0.79,0.39,0.34,0.59,0.3,0.59,0.31,0.18,139.55,No
Masculino,61,3,Puebla,Postpago,tienda,274,5,31,44,2.44,10.04,4.21,1.88,7.26,2.1,8.12,2.85,5.1,83.2,No
Masculino,21,59,Chihuahua,Prepago,app,892,3,45,39,3.49,6.72,3.86,1.78,7.02,0.88,6.83,3.86,2.31,212.225,Sí
Femenino,18,49,Tlaxcala,Prepago,app,236,11,64,49,6.65,7.8,6.65,3.84,10.22,3.8,5.97,0.91,3.17,87.153,No
Masculino,49,13,San Luis Potosi,Prepago,tienda,849,7,47,27,2.06,5.39,1.58,2.25,5.33,1.1,2.91,0.27,1.36,188.875,No
Masculino,46,14,Puebla,Prepago,app,998,14,50,39,5.61,6.5,2.64,2.24,6.94,0.44,7.32,3.14,2.58,227.123,No
Masculino,62,64,"Campeche, Coahuila",Prepago,app,204,7,49,29,3.42,5.99,3.58,0.61,4.7,2.63,3.85,0.8,2.43,69.953,Sí
Femenino,56,34,Chihuahua,Prepago,tienda,705,3,15,13,1.39,2.35,0.86,0.88,2.82,0.36,2.25,0.81,1.28,154.65,No
Femenino,63,63,Guerrero,Postpago,tienda,198,14,11,50,4.02,7.89,5.93,0.48,11.56,2.13,8.91,3.62,5.46,79.6,Sí
Femenino,39,51,Puebla,Prepago,tienda,267,1,57,36,5,8.55,2.13,0.46,5.41,1.5,4.36,0.41,3.8,84.186,No
Masculino,22,18,Chihuahua,Prepago,app,584,1,59,14,0.75,2.77,1.38,0.66,3.34,0.79,1.86,1,1.32,130.811,Sí
Femenino,46,6,San Luis Potosi,Prepago,tienda,76,5,21,25,2.1,4.11,2.91,1.69,5.51,1.25,2.73,2.01,2.69,32.15,Sí
Masculino,19,20,Colima,Postpago,tienda,554,7,8,15,1.05,2.61,1.19,0.25,3.49,0.17,2.94,0.99,1.16,122.855,No
Femenino,30,15,México,Prepago,app,468,8,42,33,2.11,5.43,4.1,0.97,7.34,1.6,4.51,2.83,4.11,117.75,No
Masculino,58,5,Colima,Postpago,tienda,567,8,8,36,2.17,8.44,3.46,1.05,7.11,2.01,4.29,1.73,4.38,135.742,Sí
Masculino,37,5,Jalisco,Postpago,tienda,115,11,41,19,2.4,3.18,0.81,0.67,4.64,1.74,2.32,0.4,1.06,36.666,Sí
Femenino,60,22,CDMX,Prepago,app,571,0,19,25,1.38,5.81,2.74,1.6,4.47,2.02,2.74,2.4,1.69,133.405,No
Femenino,69,64,Chiapas,Prepago,app,103,13,28,48,4.62,9.73,4.23,1.59,10.68,0.53,5.79,2.35,5.89,59.623,Sí
Masculino,55,34,Nuevo León,Postpago,app,254,2,63,46,2.9,8.3,2.71,0.72,7.18,1.61,7.01,2.79,5.22,84.382,Sí
Femenino,70,64,Baja_California_Sur,Postpago,tienda,396,3,42,16,1.99,3.32,0.81,0.64,3.65,0.58,1.85,0.94,2.22,100.5,Sí
Masculino,41,39,Hidalgo,Prepago,tienda,709,9,26,21,2.18,3.59,1.41,1.68,4.19,1.28,3.33,0.82,2.53,161.553,Sí
Femenino,33,49,"Campeche, Coahuila",Postpago,app,807,3,22,4,0.28,0.71,0.54,0.05,0.76,0.11,0.73,0.21,0.46,172.205,No
Femenino,44,51,CDMX,Postpago,app,89,13,40,40,3.67,8.32,5.19,2.62,7.05,1.46,5.41,0.4,2.14,50.328,Sí
Masculino,40,46,Jalisco,Prepago,tienda,929,0,59,39,2.14,7.65,1.56,1.42,7.67,1.54,6.1,3.24,5.11,218.279,Sí
Masculino,63,11,Aguascalientes,Postpago,tienda,190,2,26,21,2.53,3.24,2.72,1.34,3.43,0.24,3.44,0.47,1.26,52.851,Sí
Femenino,39,7,Veracruz,Postpago,tienda,91,7,16,28,2.32,4.55,2.8,0.75,4.78,1.71,4.96,2.44,1.42,36.169,No
Masculino,39,32,CDMX,Prepago,app,158,5,29,36,2.57,6.78,2.15,1,7.4,1.31,7.08,2.33,3.8,58.976,No
Masculino,16,39,Tamaulipas,Prepago,app,146,6,41,48,5.69,8.66,5.25,2.36,9.22,2.06,8.04,0.76,5.96,65.9,No
Femenino,51,68,Michoacán,Postpago,app,270,0,30,46,3.1,7.84,2.71,1.04,8.31,1.42,8.8,2.89,4.7,91.743,No
Femenino,69,44,Michoacán,Prepago,app,124,7,14,35,2.76,7.26,1.78,1.47,5.92,1.82,6.35,2.61,5.02,53.097,No
Masculino,37,42,Tabasco,Prepago,app,341,6,7,31,3.1,5.64,1.94,1.19,6.45,1.43,4.7,0.31,4.43,92.907,No
Masculino,33,12,Aguascalientes,Postpago,app,344,6,62,23,2.85,3.97,1.16,0.23,4.3,1.89,4.47,1.36,2.78,87.503,Sí
Masculino,52,20,Aguascalientes,Prepago,tienda,12,5,28,37,1.91,5.85,3.71,3.12,8.34,1.49,6.46,0.95,2.44,28.181,Sí
Masculino,36,58,Veracruz,Prepago,tienda,180,4,67,6,0.83,1.01,0.25,0.23,1.06,0.37,0.6,0.32,0.51,51.404,Sí
Femenino,32,19,Baja_California_Sur,Postpago,app,659,1,39,29,3.2,7.13,3.56,0.81,4.81,3.01,3.69,0.29,2.51,154.003,Sí
Masculino,24,10,Chiapas,Postpago,app,937,13,68,25,1.14,5.53,2.04,2.08,3.93,1.5,3.65,2.01,3.13,207.303,Sí
Femenino,49,67,Baja California,Postpago,tienda,854,13,54,41,2.26,7.98,5.17,2.54,9.79,3.6,6.15,0.39,3.13,208.153,No
Masculino,18,10,"Campeche, Coahuila",Postpago,tienda,415,13,16,24,1.53,5.73,2.04,0.39,4.4,1.68,2.49,0.88,1.57,98.713,No
Femenino,65,43,Sinaloa,Prepago,tienda,262,12,40,19,2.75,3.06,1.35,0.35,4.12,1.84,2.63,0.67,1.14,71.923,Sí
Masculino,19,31,Quintana Roo,Prepago,tienda,568,5,13,5,0.5,1.07,0.52,0.13,0.96,0.38,0.77,0.05,0.26,121.792,No
Masculino,68,48,Nayarit,Prepago,tienda,41,9,58,44,4.34,6.99,1.68,4.05,8.11,3.69,6.62,3.93,4.58,44.697,Sí
Femenino,48,27,Tlaxcala,Postpago,app,663,6,15,7,0.55,1.51,0.96,0.07,1.49,0.07,1.35,0.46,0.43,141.567,Sí
Masculino,59,40,Nuevo León,Postpago,app,401,6,52,7,0.75,1.24,0.76,0.42,1.31,0.65,0.9,0.06,0.9,92.997,Sí
Femenino,70,34,Guerrero,Postpago,tienda,309,4,47,40,3.7,6.08,4.97,1.08,8.82,3.61,7.27,1.49,2.98,93.25,Sí
Masculino,32,54,Chihuahua,Postpago,app,737,7,43,12,1.47,1.8,1.52,0.89,2.61,0.46,2.15,0.39,0.71,164.85,No
Masculino,32,54,Veracruz,Postpago,tienda,963,10,46,10,1.26,2.32,0.88,0.76,1.79,0.65,1.61,0.15,0.57,208.997,No
Masculino,68,53,Nayarit,Prepago,tienda,582,5,61,43,5.58,9.91,2.77,1.65,8.32,2.56,7.28,1.3,3.62,153.197,Sí
Femenino,65,10,Zacatecas,Prepago,tienda,560,1,44,18,1.18,4.11,2.5,0.18,4.16,0.77,3,0.58,1.3,126.434,No
Masculino,34,23,Hidalgo,Prepago,tienda,842,8,9,0,0,0,0,0,0,0,0,0,0,172.3,Sí
Femenino,68,20,Querétaro,Prepago,app,636,4,4,5,0.33,1.14,0.45,0.21,0.89,0.34,0.66,0.05,0.33,133.22,No
Femenino,28,20,Veracruz,Postpago,app,461,1,13,46,5.72,10.53,5.87,1.62,6.97,4.42,5.74,1.61,2.98,123.288,No
Femenino,43,30,Quintana Roo,Prepago,tienda,957,9,33,21,2.06,3.87,1.45,1.86,4.03,1.9,3.41,0.98,1.44,210.15,Sí
Femenino,34,65,Guanajuato,Prepago,app,222,6,24,18,1.66,3.5,1.66,0.91,3.98,1.35,2.2,0.4,2.34,66.15,Sí
Masculino,59,19,Guerrero,Postpago,app,730,11,67,53,6.71,10.39,3.95,4.32,7.54,3.36,5.91,4.64,6.18,184,No
Masculino,62,22,Morelos,Prepago,tienda,88,5,21,21,1.14,4.97,1.3,0.26,3.21,1.12,3.47,1.11,1.66,33.722,No
Femenino,24,48,Nuevo León,Postpago,app,850,7,4,6,0.71,1.12,0.72,0.28,1.04,0.37,0.94,0.17,0.65,181,Sí
Femenino,35,27,Michoacán,Postpago,tienda,809,12,41,6,0.36,0.93,0.82,0.29,1.15,0.39,1.04,0.13,0.48,171.377,Sí
Masculino,51,32,San Luis Potosi,Postpago,tienda,27,13,8,7,0.72,1.11,0.3,0.61,1.43,0.52,1.12,0.27,0.73,14.743,No
Femenino,30,37,"Campeche, Coahuila",Postpago,tienda,760,4,22,16,2.01,3.65,0.99,1.23,2.72,0.64,1.95,0.24,0.98,167.773,Sí
Femenino,29,5,Veracruz,Prepago,tienda,922,3,32,34,3.76,6.04,3.49,0.98,6.42,0.69,5.72,1.99,4.37,206.988,No
Femenino,17,60,Sinaloa,Prepago,app,676,0,28,15,0.75,3.16,1.13,0.84,3.22,0.88,2.39,0.74,1.89,154.6,No
Femenino,53,22,Jalisco,Prepago,tienda,848,9,34,34,4.22,7.35,3.23,0.65,6.32,1.4,3.48,2.43,4.93,195.003,Sí
Femenino,44,31,Yucatán,Prepago,tienda,35,13,53,53,3.62,8.71,6.18,2.05,9.87,4.46,9.68,4.3,3.43,45.89,Sí
Femenino,15,48,Querétaro,Postpago,app,781,0,54,12,1.27,2.67,1.07,0.23,2.77,0.36,1.96,1.04,0.61,173.294,Sí
Femenino,40,22,Jalisco,Postpago,tienda,222,10,39,4,0.49,0.63,0.21,0.11,0.86,0.31,0.57,0.3,0.41,52.017,Sí
Masculino,23,53,Yucatán,Postpago,app,140,9,10,16,2.34,3.73,1.32,0.2,3.9,1.13,1.75,0.81,0.82,46.05,No
Femenino,60,1,Puebla,Prepago,app,718,2,41,3,0.37,0.51,0.29,0.17,0.5,0.07,0.57,0.2,0.32,147.6,No
Femenino,38,45,CDMX,Prepago,app,272,8,26,10,0.86,2.03,0.74,0.1,2.13,0.28,1.11,0.39,0.89,68.009,No
Femenino,41,48,Tabasco,Postpago,app,265,4,42,30,2.75,6.3,1.81,0.49,6.7,0.48,3.61,1.95,3.17,79.478,No
Masculino,65,27,Hidalgo,Postpago,app,331,8,25,5,0.33,0.87,0.51,0.44,1.22,0.37,0.72,0.28,0.27,74.503,Sí
Masculino,21,10,Veracruz,Prepago,app,338,10,35,21,2.04,4.97,2.09,0.21,3.15,0.79,3.21,0.67,3.04,83.201,Sí
Femenino,16,11,Sinaloa,Prepago,tienda,817,2,60,39,3.77,8.48,1.78,0.39,8.53,3.44,5.33,3.13,2.75,191.03,Sí
Femenino,68,37,Aguascalientes,Postpago,app,245,2,5,8,0.65,1.23,0.92,0.64,1.52,0.57,1.1,0.43,0.51,59.471,Sí
Femenino,50,19,Colima,Prepago,app,358,10,37,0,0,0,0,0,0,0,0,0,0,76.3,No
Femenino,23,28,Nuevo León,Postpago,app,521,1,48,3,0.29,0.61,0.17,0.26,0.45,0.29,0.34,0.21,0.37,112.597,No
Femenino,22,65,Puebla,Prepago,app,25,10,59,51,4.69,8.33,5.06,4.27,9.42,1.95,8.46,3.94,4.88,48.3,Sí
Masculino,18,64,Colima,Prepago,app,17,8,65,7,0.42,1.34,0.66,0.3,1.35,0.44,0.87,0.22,0.84,20.282,No
Femenino,67,52,Baja_California_Sur,Postpago,app,608,7,19,31,2.21,6.82,2.88,0.72,6.54,0.8,4.28,0.31,2.7,147.828,No
Masculino,64,12,Michoacán,Postpago,tienda,182,12,44,8,0.54,1.57,0.78,0.26,1.19,0.73,1.32,0.58,1.03,45.2,Sí
Femenino,70,63,Tabasco,Postpago,tienda,876,8,33,40,4.97,6.31,2.89,3.51,8.6,3.8,4.37,0.73,4.81,210.297,Sí
Femenino,49,26,Chiapas,Prepago,app,852,7,47,17,2.05,3.24,1.77,0.36,3.92,0.7,2.71,0.17,2.08,186.85,No
Femenino,66,57,CDMX,Prepago,app,561,5,20,17,1.27,3.74,2.37,0.69,3.18,0.41,2.12,1.6,1.32,131.86,No
Femenino,30,35,Morelos,Prepago,tienda,384,14,33,29,3.33,5.69,3.22,2.11,4.75,2.28,4.06,0.66,2.91,101.103,Sí
Femenino,33,2,Guerrero,Postpago,tienda,544,2,5,15,1.78,3.24,1.25,0.93,2.03,1.04,2.34,0.76,1.64,118.353,No
Femenino,23,66,Aguascalientes,Prepago,tienda,802,14,42,18,1.48,2.94,1.04,1.47,3.93,1.79,3.14,0.6,1.6,183.197,Sí
Masculino,44,57,San Luis Potosi,Postpago,app,312,12,42,15,1.92,2.18,1.13,0.18,3.27,1.24,2.13,1.26,1.69,82.05,No
Femenino,45,37,Guerrero,Prepago,app,204,4,60,50,2.75,9.98,5.82,3.23,10.63,0.9,5.81,0.5,4.48,77.58,No
Masculino,34,48,Aguascalientes,Postpago,app,456,5,48,54,6.22,9.17,4.77,3.1,8.78,4,7.81,2.67,4.33,132.255,Sí
Masculino,20,61,Puebla,Postpago,tienda,415,7,19,27,2.96,5.68,2.64,2.27,4.81,1.49,3.93,0.27,1.97,109.006,Sí
Femenino,49,62,Chiapas,Prepago,app,740,14,39,25,1.75,4.14,2.94,2.06,4.09,0.47,4.43,1.52,3.44,174.202,Sí
Masculino,24,67,"Campeche, Coahuila",Prepago,tienda,359,6,40,18,1.35,3.71,1.09,0.39,3.78,0.2,2.32,0.98,1.21,93.759,No
Femenino,19,9,Morelos,Postpago,tienda,382,10,37,52,7.34,12.32,3.19,3.48,8.74,4.2,5.63,3.63,3.48,110.803,No
Masculino,66,32,Aguascalientes,Postpago,tienda,996,14,62,6,0.35,1.02,0.72,0.57,1.21,0.33,0.63,0.43,0.4,210.598,No
Masculino,22,56,Oaxaca,Prepago,app,285,2,69,46,5.16,7.04,3.74,0.71,7.07,3.8,8.09,4.13,2.54,95.334,No
Masculino,29,16,Nuevo León,Prepago,app,784,2,8,33,2.2,6.03,3.05,1.78,7.72,3.47,3.65,1.58,3.52,179.4,No
Masculino,39,14,San Luis Potosi,Prepago,app,179,13,10,20,1.38,4.3,2.36,1.68,4.49,0.83,2.19,1.42,1.35,50.4,Sí
Masculino,63,43,Sinaloa,Prepago,tienda,376,9,7,40,3.65,7.75,3.05,2.93,7.56,3.28,5.33,2.79,3.65,105.997,No
Masculino,22,37,Nuevo León,Postpago,app,587,8,47,51,2.61,10.32,3.97,0.63,10.25,2.95,8.71,1.98,4.51,154.379,Sí
Masculino,47,51,Jalisco,Prepago,tienda,374,3,4,51,2.88,10.77,4.19,4.74,11.15,2.74,5.84,2.28,3.75,112.452,Sí
Femenino,51,14,Zacatecas,Postpago,app,627,14,18,30,2.96,5.1,1.59,1.6,5.03,3.09,5.69,0.99,3.94,146.397,Sí
Masculino,39,59,CDMX,Postpago,app,250,6,51,50,4.65,7.58,4.48,4.56,12.45,1.38,5.39,0.5,4.97,90.188,No
Masculino,24,5,Baja_California_Sur,Prepago,tienda,562,10,32,13,1.81,2.84,0.54,1,2.85,0.9,1.94,0.47,0.66,122.553,No
Femenino,33,55,CDMX,Postpago,app,761,1,20,18,1.61,3.95,1.96,1.69,3.01,1.28,3.05,0.18,0.91,172.142,Sí
Femenino,22,13,Colima,Postpago,tienda,898,5,37,34,3.01,5.56,4.32,3,4.8,2.21,6.01,2.16,2.93,203.8,No
Femenino,17,53,Tlaxcala,Prepago,app,251,8,41,1,0.05,0.19,0.12,0.01,0.16,0.06,0.16,0.01,0.13,60.767,No
Masculino,37,29,Sinaloa,Prepago,tienda,863,1,25,15,0.69,2.66,1.36,0.83,3.14,0.95,2.53,1.02,1.82,187.2,Sí
Masculino,45,70,Oaxaca,Prepago,tienda,228,3,19,3,0.36,0.55,0.12,0.21,0.62,0.3,0.31,0.11,0.42,58.85,Sí
Femenino,60,30,"Campeche, Coahuila",Postpago,tienda,270,0,15,12,1.6,2.11,0.88,0.23,2.94,0.75,1.35,0.82,1.23,66.423,Sí
Femenino,45,13,Colima,Postpago,app,640,11,18,27,2.34,4.5,1.43,0.94,6.56,0.46,4.61,2.35,1.46,146.345,Sí
Femenino,53,9,Jalisco,Postpago,tienda,212,6,5,30,3.21,7.08,3.22,0.87,5.39,2.51,3.15,2.49,2.1,62.006,Sí
Masculino,46,12,Quintana Roo,Postpago,app,775,8,5,17,1.2,3.23,1.25,1.25,2.92,0.88,2.41,0.42,1.16,166.566,No
Masculino,69,27,CDMX,Postpago,tienda,796,0,52,50,5.29,10.26,3.89,3.77,10.54,4.09,5.15,0.85,6.16,195.85,No
Masculino,26,8,Tabasco,Postpago,tienda,395,3,50,4,0.39,0.74,0.48,0.35,0.65,0.35,0.44,0.16,0.45,85.103,Sí
Femenino,16,42,Querétaro,Postpago,tienda,433,8,29,44,4.97,7.78,5.12,1.5,8.59,1.57,5.36,3.24,5.86,120.747,No
Femenino,68,37,Chihuahua,Postpago,app,968,11,34,27,2.12,4.2,1.73,0.27,4.81,2.74,4.46,1.36,2.73,216.276,No
Masculino,41,34,Sinaloa,Prepago,app,388,11,26,16,0.81,3.21,1.91,1.3,2.59,1.25,2.06,0.4,1.64,93.351,No
Femenino,65,7,Durango,Prepago,tienda,211,7,68,18,2.55,4.18,0.78,1.08,3.42,0.9,2.72,0.68,1.69,57.45,Sí
Femenino,28,58,Guanajuato,Prepago,app,504,6,44,8,0.42,1.49,0.36,0.74,1.42,0.22,0.92,0.75,0.64,116.188,No
Femenino,68,10,Durango,Prepago,tienda,446,0,49,26,2.87,5.88,2.46,1.53,4.72,2.45,2.55,1.8,1.75,108.753,No
Masculino,33,1,Querétaro,Prepago,tienda,402,6,61,11,1.49,1.84,0.89,0.43,1.71,1.03,1.53,0.66,1.42,90.2,Sí
Femenino,40,53,Baja_California_Sur,Prepago,app,413,0,54,23,1.24,4.67,2.55,0.97,4.66,1.22,3.31,1.98,2.39,107.047,No
Masculino,50,41,Oaxaca,Prepago,tienda,618,14,61,18,2.21,4.38,0.89,0.67,3.13,0.79,3.59,0.18,1.64,143.444,No
Masculino,27,66,Sonora,Prepago,tienda,502,10,52,48,6.22,11.64,5.21,0.48,9.18,1.99,6.05,2.41,4.82,141.7,No
Masculino,64,43,Colima,Prepago,app,921,5,38,15,2.1,3.29,0.75,0.37,3.67,0.48,2.16,0.89,1.28,201.547,No
Masculino,65,9,Nuevo León,Prepago,tienda,538,12,29,20,2.04,4.37,2.43,0.19,3.56,1.16,3.38,0.97,1.9,122.4,Sí
Masculino,39,40,Chiapas,Postpago,app,918,0,38,50,2.45,9.47,3.6,4.28,8.16,4.9,7.78,2.36,6.99,221.497,No
Masculino,15,11,Aguascalientes,Prepago,app,988,9,37,31,3.57,5.51,1.54,0.38,7.03,1.97,5.45,1.4,2.67,219.256,No
Femenino,24,59,"Campeche, Coahuila",Postpago,app,511,8,12,47,5.61,9.46,3.35,2.88,8.87,1.97,6.9,3.41,4.54,139.847,Sí
Masculino,58,43,Hidalgo,Prepago,tienda,955,0,4,40,2.01,7.95,1.7,0.4,6.54,0.93,7.68,3.77,3.49,219.991,Sí
Femenino,70,71,"Campeche, Coahuila",Prepago,tienda,869,3,35,37,2.46,9.2,4.81,0.53,6.67,1.88,5.27,2.91,3.04,208.331,Sí
Masculino,57,38,Puebla,Postpago,app,196,3,18,49,6.91,11.63,3.46,1.46,9.98,2.2,4.97,4.44,2.9,74.885,No
Masculino,42,11,Michoacán,Postpago,tienda,403,4,18,54,3.47,8.7,2.4,4.12,10.87,4.72,7.68,3.53,7.68,115.301,No
Femenino,25,16,México,Prepago,tienda,990,0,20,5,0.62,0.79,0.44,0.12,0.85,0.27,0.96,0.2,0.46,204.313,No
Femenino,47,60,Nuevo León,Prepago,tienda,859,14,55,10,1.1,1.54,0.83,0.61,2.02,0.91,1.32,0.58,1.1,189.553,Sí
Masculino,17,47,Sinaloa,Prepago,app,461,12,27,52,3.03,10.36,4.02,0.63,8.5,5.7,9.32,1.01,2.97,129.862,No
Femenino,69,44,México,Postpago,tienda,878,14,15,35,1.88,5.98,3.54,1.63,5.78,2.9,5.42,2.48,5.18,203.887,No
Masculino,59,70,Durango,Prepago,tienda,262,7,60,8,0.81,1.21,0.79,0.25,1.74,0.4,1.27,0.55,1,70.706,No
Femenino,45,48,CDMX,Postpago,app,296,3,61,43,2.78,6.88,2.01,3.6,7.14,2.34,8.36,0.98,3.09,93.504,Sí
Femenino,59,4,Zacatecas,Postpago,tienda,12,4,70,43,3.53,10.36,3.53,0.61,10.27,1.41,4.58,0.52,2.57,30.614,Sí
Masculino,48,48,Michoacán,Prepago,tienda,802,10,15,14,1.25,2.13,0.87,0.5,2.54,1.38,2.37,0.17,2.01,176.516,Sí
Femenino,37,60,Tlaxcala,Prepago,tienda,290,9,36,27,3.7,5.01,2.22,1.29,6.04,0.74,4.42,1,2.56,84.994,Sí
Masculino,55,49,Tabasco,Postpago,app,599,8,55,14,1.5,2.24,0.75,1.05,2.82,1.4,2.03,1,1.22,138.303,Sí
Femenino,23,17,Michoacán,Postpago,app,459,0,66,27,3.11,4.58,1.06,2.15,5.08,1.5,4.34,2.29,2.9,113.853,No
Femenino,45,50,Colima,Prepago,tienda,751,3,12,3,0.38,0.6,0.21,0.07,0.46,0.32,0.54,0.13,0.17,160.064,No
Femenino,51,25,Yucatán,Postpago,app,360,0,53,43,4.62,6.97,5.02,0.43,8.41,1.21,5.53,2.17,4.87,103.069,Sí
